t0,V,family,rung,charge,spin_odd,rung_pair,leg_pair_right
1.4,-0.05,pairing,10,0.922187924581815,-0.00101359178295865,-0.04749379895628486,0.03173257170445121
1.4,-0.05,pairing,11,0.9253107038033647,0.003862069328580799,-0.04649128659966729,0.03122446904635984
1.4,-0.05,pairing,12,0.9286750542448909,-0.00568586822546857,-0.04604718158038204,0.031115912183908877
1.4,-0.05,pairing,13,0.9314933549553829,0.006603671404873043,-0.04614414488874767,0.03134262949048694
1.4,-0.05,pairing,14,0.9333586083433992,-0.006780391803763788,-0.04664164774098681,0.03177915249892245
1.4,-0.05,pairing,15,0.9341992241749045,0.006396911895958478,-0.04734662269287415,0.0322911396986329
1.4,-0.05,pairing,16,0.9341868046689773,-0.005626498164073983,-0.04807842187297828,0.032767997997061545
1.4,-0.05,pairing,17,0.9336188734782223,0.004629917506522058,-0.048703316768203844,0.0331383258020223
1.4,-0.05,pairing,18,0.9328116423393519,-0.0035449450847807036,-0.04915002777795274,0.03337575028910678
1.4,-0.05,pairing,19,0.9320232813556653,0.0024839076554032395,-0.04940542333328472,0.03348739539027253
1.4,-0.05,pairing,20,0.9314157655708443,-0.0015285500616546027,-0.04949855938365397,0.03350445368066769
1.4,-0.05,pairing,21,0.9310521450312167,0.0007282138224142132,-0.04947885778411819,0.033462591078582654
1.4,-0.05,pairing,22,0.9309190928189657,-0.00010632466522596136,-0.049400016290190904,0.03339863219860672
1.4,-0.05,pairing,23,0.9309580764592058,-0.00033527148831856435,-0.04930658465849343,0.03333600990031077
1.4,-0.05,pairing,24,0.9310945876845085,0.0006134521503483303,-0.04922819893769457,0.03329189769612041
1.4,-0.05,pairing,25,0.9312602811686466,-0.0007535097230675349,-0.049179490452754514,0.033269423454355435
1.4,-0.05,pairing,26,0.9314062455641308,0.0007854562449292762,-0.04916248349387185,0.03326795183015418
1.4,-0.05,pairing,27,0.9315063914789723,-0.0007412820025618219,-0.049171475965109256,0.03328104947328624
1.4,-0.05,pairing,28,0.9315552321495268,0.000652731813055558,-0.04919696830764146,0.03330207946101471
1.4,-0.05,pairing,29,0.9315619754026958,-0.0005464822527405509,-0.04922907008565139,0.033324426915583336
1.4,-0.05,pairing,30,0.9315436037691295,0.0004457703424269318,-0.04925956218832454,0.03334338410405376
1.4,-0.05,pairing,31,0.9315186363511241,-0.000367821340861175,-0.049282672232747744,0.03335581567065628
1.4,-0.05,pairing,32,0.931502098860554,0.0003246387075259158,-0.049294952031956385,0.033360072162474795
1.4,-0.05,pairing,33,0.9315022385337071,-0.00032206192947720083,-0.04929486778327312,0.033355703683117015
1.4,-0.05,pairing,34,0.931519003723947,0.0003603907696632789,-0.049282420984605266,0.033343153335728584
1.4,-0.05,pairing,35,0.9315440250177489,-0.00043361324976458386,-0.0492592035577675,0.033324184403929515
1.4,-0.05,pairing,36,0.9315623152302782,0.0005303283611530914,-0.04922870875423711,0.03330183397671191
1.4,-0.05,pairing,37,0.9315554392707524,-0.0006329996249760252,-0.04919672550235904,0.03328101543851592
1.4,-0.05,pairing,38,0.9315065054712877,0.0007191142214897923,-0.049171546119704826,0.0332681193762659
1.4,-0.05,pairing,39,0.9314064220748601,-0.0007613227283669168,-0.049162770100060545,0.03326966702305211
1.4,-0.05,pairing,40,0.931260730182862,0.000729123741698881,-0.04917978464234425,0.033291815190917444
1.4,-0.05,pairing,41,0.9310952787613981,-0.000591296043993841,-0.04922842368268869,0.03333630926166327
1.4,-0.05,pairing,42,0.9309587926751534,0.0003165204632005494,-0.049306407884604685,0.03339818776085285
1.4,-0.05,pairing,43,0.9309200457180135,0.00012192171466172996,-0.04939989816214324,0.03346285409735191
1.4,-0.05,pairing,44,0.9310532203953537,-0.0007397134768067354,-0.049478742235057036,0.03350431869348407
1.4,-0.05,pairing,45,0.9314164602746245,0.0015362409922013449,-0.04949902462819182,0.0334882040962606
1.4,-0.05,pairing,46,0.9320238074394478,-0.0024880574307270258,-0.04940686792584989,0.03337647248949755
1.4,-0.05,pairing,47,0.9328119407797556,0.0035481617582641817,-0.049151922389088575,0.03313994457438534
1.4,-0.05,pairing,48,0.9336193556691615,-0.004635184184685905,-0.04870582491484862,0.03276955285959381
1.4,-0.05,pairing,49,0.9341873077988245,0.00563673712650467,-0.048080738876582714,0.0322923881483133
1.4,-0.05,pairing,50,0.9341996951441802,-0.006411999350445215,-0.047348329050758114,0.03178000822039279
1.4,-0.05,pairing,51,0.9333592434254399,0.006799253716079173,-0.04664287461817716,0.031343271581781074
1.4,-0.05,pairing,52,0.9314935107735087,-0.006623597351232442,-0.04614513894961801,0.03111657085168359
