family,rung,holes,staggered_sz,pair_rung,pair_leg_to_next
stripe_weak_other,47,0.007075232911291973,0.33427857059288135,-0.0026921894884214146,0.0017793786104267754
stripe_weak_other,48,0.009770425332390142,0.3310137762906343,-0.0026794061770636524,0.001767800559681543
stripe_weak_other,49,0.017520216091305163,0.3217267942545345,-0.002656091614344146,0.0017496202636218116
stripe_weak_other,50,0.03290329911571899,0.3027482059964113,-0.0026278533997087863,0.001729782251226929
stripe_weak_other,51,0.05798806120588562,0.26925122786094646,-0.0025935993762974136,0.0017072500759746688
stripe_weak_other,52,0.09133019280472177,0.2169328277843044,-0.0025642023529119816,0.0016885322305532045
stripe_weak_other,53,0.125543667967138,0.14436267516586576,-0.0025381072243624916,0.0016745276445148333
stripe_weak_other,54,0.1486618019878303,0.0552270115813952,-0.002527374008147239,0.0016764061706123746
stripe_weak_other,55,0.15057734361275377,-0.04104209265672111,-0.002539636973642641,0.0016913905537057567
stripe_weak_other,56,0.1304010718105557,-0.13195458137382876,-0.0025749139351323893,0.0017224122018128563
stripe_weak_other,57,0.09720647672639915,-0.20730631271810485,-0.0026293525032785535,0.0017613745925719483
stripe_weak_other,58,0.0631740741993918,-0.26257414172102,-0.002687148237790392,0.0017953726953629356
stripe_weak_other,59,0.03645308385472634,-0.29841900498258345,-0.0027249669039226612,0.0018094759752464921
stripe_weak_other,60,0.019236539568558753,-0.31859275610277304,-0.002699412308758754,0.0017659148745782503
stripe_weak_other,61,0.009706598267157363,-0.32781344369921556,-0.002571500624269151,0.0016277362586165104
stripe_weak_other,62,0.004797070057506181,-0.3266764272522621,-0.002365137667313756,0.0015244428842123938
stripe_weak_other,63,0.002283474975061761,-0.3169313654931306,-0.002095609955184958,0.00128962960481808
stripe_weak_other,64,0.0011378845767910928,-0.31120561705097527,-0.0011547014281867679,
pairing_weak_other,1,0.016371617589826193,-0.01631755627502675,-0.02193213192341252,0.024499249985444036
pairing_weak_other,2,0.026368066676524693,-0.016584234612473242,-0.039796624298149945,0.02894000505096894
pairing_weak_other,3,0.04070911359118845,-0.016988501613517448,-0.044913028288664295,0.03094921260638637
pairing_weak_other,4,0.053266567198930526,-0.016829286081364345,-0.04881799613943989,0.03349639184558661
pairing_weak_other,5,0.06376487922325436,-0.01593763046452379,-0.051346657915009926,0.03439068987127712
pairing_weak_other,6,0.07127640705029437,-0.014250023126114536,-0.051786616988778844,0.03415994945633758
