geometry	rung	charge_even	charge_even_centered	charge_odd	spin_even	spin_odd	beta_nn	beta_nn_centered
square	37	-0.005075162626040502	-0.0008092486518087982	3.825616802510812e-10	-1.792186191118539e-15	-2.274461001483541e-14	0.01542345566632131	0.0005089131354249436
square	38	-0.005453177577604426	-0.001187263603372722	1.196020195642217e-09	-7.309691046897271e-16	2.45027522577379e-14	0.01557915737978652	0.00066461484889015
square	39	-0.005700782592374413	-0.001434868618142709	8.326666266211813e-10	9.148497931432686e-16	-1.795764058287741e-14	0.01565775549119737	0.000743212960301002
square	40	-0.005770573932084423	-0.001504659957852719	-1.262737117559837e-09	1.492729551078043e-15	1.626563467249653e-14	0.01564325832417397	0.0007287157932776012
square	41	-0.005645651608708099	-0.001379737634476396	-1.044154197132885e-09	1.131039706336878e-15	-1.409679664665653e-14	0.01553589773475649	0.0006213552038601185
square	42	-0.005343311389837487	-0.001077397415605783	-1.068816927324301e-09	1.175275154974287e-16	1.969865243145463e-14	0.01535243041593006	0.0004378878850336901
square	43	-0.004912840109208503	-0.0006469261349767996	-2.916307803319668e-09	1.743397093356691e-16	-1.572006413930183e-14	0.01512364825748551	0.0002091057265891424
square	44	-0.004427700791507359	-0.0001617868172756557	-2.298732661252384e-09	1.726049858596923e-15	1.585537257042802e-15	0.01488938699944243	-2.515553145393881e-05
square	45	-0.003973444069589939	0.0002924699046417643	-1.468507045132572e-09	7.003946034256359e-17	-2.991313793887507e-15	0.01469189338264029	-0.0002226491482560794
square	46	-0.003633366440518239	0.0006325475337134647	-8.814993958296963e-10	-2.157887583897899e-15	-1.157700237758297e-14	0.01456869545857166	-0.0003458470723247051
square	47	-0.003474355611580101	0.0007915583626516031	2.847095879800893e-09	-4.243567303108264e-16	-3.652460278669167e-15	0.01454610157056085	-0.0003684409603355223
square	48	-0.003535155564140306	0.0007307584100913972	2.840298473846814e-09	3.220080452281948e-16	1.109377346930618e-14	0.01463437676480473	-0.0002801657660916369
square	49	-0.003818841716849332	0.0004470722573823712	2.070082845591348e-09	5.532683686193529e-16	-1.343532490122312e-14	0.01482526204253077	-8.928048836559857e-05
square	50	-0.004290592258592209	-2.467828436050496e-05	2.179391489325055e-09	3.582203977892107e-16	1.270684946153011e-16	0.01509228868904144	0.0001777461581450677
square	51	-0.004881060982468302	-0.0006151470082365988	1.119352128348128e-10	-6.594117613056838e-16	1.553076243998586e-14	0.01539380969817085	0.0004792671672744844
square	52	-0.005495037105934696	-0.001229123131702993	-2.990904828491237e-10	-1.496849519333487e-15	-1.538678039147978e-14	0.01567852804035742	0.000763985509461048
square	53	-0.00602443789652413	-0.001758523922292426	7.059513928292516e-10	-4.662069341687669e-16	1.745175184919567e-14	0.01589289188220553	0.0009783493513091587
square	54	-0.006364229617333092	-0.002098315643101388	1.629437263502703e-09	2.870099991003627e-15	-1.592302678599111e-14	0.01598977126418778	0.001075228733291411
square	55	-0.006429480009394473	-0.00216356603516277	1.934204124989791e-10	3.599551212651875e-16	7.782403194100951e-15	0.01593663168054023	0.00102208914964386
square	56	-0.006171325808474213	-0.001905411834242509	-4.959868518499e-10	-4.330737157776099e-15	-2.478312693954265e-14	0.01571955157600661	0.0008050090451102408
square	57	-0.005589229819255567	-0.001323315845023864	2.594955118839781e-10	-7.387753603316227e-16	5.601877468841554e-14	0.01534716547410559	0.0004326229432092196
square	58	-0.004734727262382503	-0.0004688132881507994	8.044955934066733e-11	4.848552115355176e-16	-4.215898463666434e-14	0.01486192682228471	-5.261570861165438e-05
square	59	-0.003702752478200873	0.0005631614960308305	4.622354807942708e-10	1.869815066668501e-15	1.912814524829276e-14	0.01432990988239224	-0.0005846326485041322
square	60	-0.002620441963633141	0.001645472010598563	2.979101988969529e-10	1.180154064750472e-15	-2.577007617715621e-14	0.01380221413875485	-0.001112328392141513
square	61	-0.00163423511101462	0.002631678863217084	2.263552737174351e-10	6.15718413754518e-16	4.709405608538386e-14	0.01337621913240374	-0.001538323398492631
square	62	-0.0008730846890016145	0.003392829285230089	1.021875206523061e-10	-4.20534917652815e-16	-2.268408442855641e-14	0.0132318559651961	-0.001682686565700271
square	63	-0.0003853785399321617	0.003880535434299542	9.566575260916074e-12	-2.046025024751708e-16	-2.424885921399611e-15	0.01163168311894636	-0.003282859411950008
square	64	-0.0001137380465993722	0.004152175927632331	2.163574259529157e-11	-4.376178781330398e-16	9.739347457855818e-15	NaN	NaN
